PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,FirstName,LastName,Spa,VRDeck,Transported
2363_01,3,0,3,85,2,3,28.0,0,2416.0,8926.0,41.0,1228,1925,1.0,462.0,1
2364_01,1,0,7,381,1,3,44.0,0,0.0,4.0,6.0,502,1765,864.0,33.0,1
2365_01,3,1,4,71,1,3,50.0,0,0.0,0.0,-1.0,712,355,0.0,0.0,1
2366_01,2,1,6,482,1,3,35.0,0,0.0,0.0,0.0,402,700,0.0,0.0,0
2367_01,1,0,6,483,1,3,19.0,0,0.0,0.0,1.0,858,972,644.0,0.0,0
2368_01,2,0,5,141,1,3,22.0,0,579.0,0.0,267.0,225,1819,0.0,108.0,0
2369_01,1,0,6,484,1,3,30.0,0,3.0,0.0,880.0,278,382,0.0,40.0,0
2373_01,3,0,4,81,2,3,36.0,0,0.0,4756.0,0.0,271,256,7818.0,96.0,0
2374_01,2,0,5,166,2,3,20.0,0,464.0,0.0,1432.0,13,2230,0.0,0.0,1
2375_01,1,0,7,383,1,1,22.0,0,0.0,0.0,659.0,845,1594,94.0,0.0,1
2376_01,1,0,6,459,2,1,22.0,0,0.0,30.0,0.0,1298,1382,0.0,673.0,0
2377_01,3,1,3,83,1,2,32.0,0,0.0,0.0,0.0,646,2189,0.0,0.0,1
2379_01,1,0,6,487,1,3,35.0,0,194.0,0.0,678.0,356,534,0.0,0.0,0
2382_01,1,0,6,488,1,1,41.0,0,0.0,33.0,0.0,1915,1560,1324.0,0.0,0
2384_01,1,1,7,383,2,3,57.0,0,0.0,0.0,0.0,1784,392,0.0,0.0,0
2384_02,1,1,7,383,2,2,3.0,0,0.0,0.0,0.0,1196,392,0.0,0.0,0
2384_03,1,0,7,383,2,1,11.0,0,0.0,0.0,0.0,1735,1179,0.0,0.0,1
2384_04,1,0,7,383,2,3,4.0,0,0.0,0.0,0.0,1521,392,0.0,0.0,1
2384_05,1,1,7,383,2,3,17.0,0,0.0,0.0,0.0,2191,1179,-1.0,0.0,0
2384_06,1,-1,7,383,2,3,30.0,0,0.0,0.0,0.0,1458,392,0.0,0.0,0
2384_07,0,1,0,0,0,3,11.0,0,0.0,0.0,0.0,476,1179,0.0,0.0,1
2385_01,2,0,6,461,2,3,23.0,0,1773.0,0.0,78.0,1782,680,0.0,3.0,0
2387_01,1,0,5,142,1,3,58.0,0,-1.0,400.0,0.0,1173,650,690.0,490.0,1
2389_01,1,0,7,384,2,3,22.0,0,0.0,46.0,0.0,54,1820,676.0,0.0,0
2390_01,1,-1,7,385,1,3,24.0,0,0.0,0.0,-1.0,1872,793,59.0,4120.0,0
2391_01,1,0,5,143,1,3,20.0,0,768.0,19.0,0.0,2385,763,1.0,0.0,0
2392_01,0,1,7,386,1,3,37.0,0,0.0,0.0,0.0,45,188,0.0,0.0,1
2395_01,1,0,7,387,1,3,49.0,0,712.0,1.0,0.0,1788,1204,0.0,-1.0,0
2396_01,1,0,5,168,2,3,46.0,0,0.0,557.0,0.0,475,1430,287.0,781.0,0
2396_02,1,0,7,386,2,3,30.0,0,854.0,0.0,30.0,1870,1430,0.0,0.0,0
2397_01,1,0,7,387,2,1,36.0,0,0.0,810.0,0.0,888,1846,0.0,0.0,0
2398_01,1,0,6,490,1,3,21.0,0,0.0,780.0,44.0,1242,334,0.0,5.0,0
2399_01,2,0,5,169,2,3,25.0,1,854.0,0.0,319.0,1258,1582,0.0,0.0,0
2401_01,1,1,7,388,1,2,42.0,0,0.0,0.0,0.0,633,1900,0.0,0.0,1
2402_01,1,1,7,389,1,3,13.0,0,0.0,0.0,-1.0,2534,394,0.0,0.0,0
2403_01,1,0,7,388,2,0,25.0,0,7.0,0.0,0.0,2863,1860,877.0,0.0,0
2404_01,3,0,3,86,2,3,29.0,0,0.0,544.0,7.0,988,1052,2650.0,1561.0,0
2404_02,3,1,3,86,2,3,17.0,0,0.0,0.0,0.0,287,1052,0.0,0.0,1
2404_03,3,0,3,86,2,1,36.0,0,828.0,5553.0,130.0,544,279,47.0,1171.0,1
2404_04,0,1,3,86,2,3,44.0,0,0.0,0.0,0.0,68,1052,0.0,0.0,1
2406_01,2,1,6,465,2,3,18.0,0,0.0,0.0,0.0,793,1199,0.0,0.0,1
2409_01,1,0,6,492,1,1,22.0,0,292.0,395.0,0.0,422,492,0.0,3.0,0
2409_02,1,1,7,390,1,3,22.0,0,0.0,0.0,0.0,480,492,0.0,0.0,1
2410_01,1,1,7,391,1,3,43.0,0,0.0,0.0,-1.0,935,167,0.0,0.0,1
2411_01,1,0,6,493,1,3,29.0,0,19.0,2115.0,17.0,1701,724,-1.0,0.0,1
2412_01,1,1,7,392,1,3,24.0,0,0.0,0.0,0.0,960,663,0.0,0.0,1
2413_01,1,1,7,390,2,2,18.0,0,0.0,0.0,0.0,1043,1732,0.0,0.0,1
2414_01,3,0,8,1,1,3,42.0,0,0.0,1829.0,2.0,561,1212,3133.0,2447.0,0
2416_01,1,0,7,391,2,3,43.0,0,9.0,0.0,1079.0,1690,522,0.0,729.0,0
2417_01,1,0,7,393,1,3,32.0,0,11.0,31.0,0.0,2040,1057,836.0,9.0,0
2419_01,1,1,7,394,1,3,15.0,0,0.0,0.0,0.0,1880,927,0.0,0.0,1
2421_01,2,0,5,145,1,3,22.0,-1,0.0,0.0,0.0,2882,1898,0.0,0.0,1
2423_01,1,1,7,395,1,3,20.0,0,0.0,0.0,0.0,434,968,0.0,0.0,0
2424_01,1,0,7,393,2,3,34.0,0,34.0,223.0,1559.0,1744,74,0.0,0.0,1
2426_01,2,1,6,466,2,3,70.0,0,0.0,0.0,0.0,1385,810,0.0,0.0,1
2426_02,2,1,6,466,2,3,18.0,0,0.0,0.0,0.0,2147,810,0.0,0.0,1
2427_01,3,1,2,94,2,3,26.0,0,0.0,0.0,0.0,2793,2223,0.0,0.0,1
2429_01,1,0,6,497,1,3,17.0,0,112.0,56.0,332.0,1031,1023,0.0,606.0,0
2431_01,1,0,6,498,1,3,13.0,0,0.0,2.0,0.0,2027,2201,566.0,208.0,0
2432_01,1,0,6,499,1,3,19.0,0,0.0,0.0,79.0,1113,393,-1.0,0.0,0
2433_01,3,1,3,84,1,3,32.0,0,0.0,0.0,0.0,2859,2329,-1.0,0.0,1
2435_01,1,0,6,467,2,3,33.0,0,4.0,0.0,28.0,310,1467,0.0,2757.0,0
2436_01,1,0,6,501,1,3,21.0,0,759.0,0.0,0.0,589,2331,-1.0,40.0,0
2438_01,2,1,6,503,1,3,23.0,0,0.0,0.0,0.0,523,298,0.0,0.0,1
2439_01,1,0,6,504,1,3,24.0,0,227.0,537.0,13.0,1783,1187,0.0,0.0,1
2441_01,1,0,6,468,2,1,17.0,0,0.0,11.0,493.0,1333,764,0.0,372.0,0
2442_01,2,1,6,505,1,3,34.0,-1,0.0,0.0,0.0,134,202,0.0,0.0,1
2443_01,0,0,4,72,1,3,31.0,0,1458.0,421.0,76.0,1915,1560,0.0,0.0,0
2444_01,1,0,6,506,1,1,43.0,0,6.0,236.0,3.0,627,859,448.0,54.0,0
2445_01,1,0,5,170,2,0,43.0,0,602.0,3.0,27.0,2444,2344,89.0,69.0,0
2446_01,1,0,6,507,1,3,33.0,0,0.0,0.0,661.0,2663,87,0.0,94.0,1
2449_01,2,1,6,508,1,3,28.0,0,0.0,0.0,0.0,2143,155,0.0,0.0,1
2449_02,2,1,5,146,1,3,27.0,0,0.0,0.0,0.0,979,155,0.0,0.0,0
2449_03,2,1,6,508,1,3,7.0,0,0.0,0.0,0.0,1372,155,0.0,0.0,1
2451_01,0,1,7,395,2,2,16.0,0,0.0,0.0,0.0,907,599,0.0,0.0,0
2452_01,1,0,6,470,2,1,42.0,0,526.0,2.0,28.0,700,555,161.0,-1.0,0
2453_01,2,1,5,147,1,3,27.0,0,0.0,0.0,0.0,2094,385,0.0,0.0,1
2454_01,1,0,6,510,1,3,19.0,0,0.0,0.0,0.0,740,727,157.0,644.0,0
2455_01,2,0,6,471,2,3,42.0,0,554.0,0.0,1168.0,969,656,0.0,275.0,0
2456_01,1,1,7,399,1,2,13.0,0,0.0,0.0,0.0,410,1393,0.0,0.0,0
2457_01,1,1,7,400,1,3,16.0,0,0.0,0.0,0.0,1316,1846,0.0,0.0,1
2458_01,1,0,6,511,1,3,21.0,0,31.0,93.0,578.0,1721,1252,0.0,0.0,1
2460_01,1,1,7,402,1,2,28.0,0,0.0,0.0,0.0,1812,1820,0.0,0.0,1
2461_01,0,1,7,396,2,3,69.0,0,0.0,0.0,0.0,70,1009,0.0,0.0,0
2462_01,1,1,7,397,2,2,15.0,-1,0.0,0.0,0.0,141,1839,0.0,0.0,0
2463_01,1,0,5,171,2,3,48.0,0,58.0,0.0,12.0,1140,48,-1.0,0.0,0
2466_01,1,0,6,472,2,3,42.0,0,-1.0,1.0,61.0,2603,57,897.0,0.0,0
2467_01,2,0,4,83,2,3,42.0,0,999.0,0.0,49.0,614,2144,0.0,11.0,0
2470_01,1,0,7,398,2,3,23.0,0,139.0,0.0,0.0,1664,2130,567.0,0.0,0
2470_02,1,0,7,398,2,3,26.0,0,0.0,-1.0,0.0,643,2130,543.0,-1.0,0
2471_01,1,0,7,403,1,3,45.0,0,0.0,0.0,450.0,2167,2169,94.0,364.0,0
2472_01,1,0,5,173,2,3,30.0,0,756.0,4.0,30.0,1346,82,0.0,0.0,0
2474_01,2,1,6,475,2,3,36.0,0,0.0,0.0,-1.0,207,28,0.0,0.0,1
2475_01,3,0,3,85,1,3,-1.0,0,0.0,27.0,0.0,1246,674,3573.0,3643.0,0
2476_01,1,0,6,512,1,3,35.0,-1,0.0,0.0,1.0,633,1375,0.0,1264.0,0
2477_01,3,1,3,86,1,3,21.0,0,0.0,-1.0,0.0,301,209,0.0,0.0,1
2477_02,3,1,3,86,1,1,50.0,0,0.0,0.0,0.0,2833,209,0.0,0.0,1
2478_01,1,1,7,404,1,3,52.0,0,0.0,0.0,0.0,927,41,0.0,0.0,0
2479_01,1,1,0,0,0,2,21.0,0,0.0,0.0,0.0,58,1906,0.0,0.0,0
2480_01,1,0,6,476,2,1,41.0,0,682.0,0.0,0.0,1645,677,0.0,17.0,0
2483_01,1,0,6,477,2,1,35.0,0,2594.0,195.0,0.0,360,1755,0.0,0.0,0
2486_01,1,0,6,513,1,3,26.0,0,552.0,192.0,30.0,619,1736,0.0,1.0,0
2486_02,1,0,6,513,1,3,17.0,0,584.0,738.0,54.0,1312,1736,0.0,621.0,0
2488_01,2,0,4,85,2,3,69.0,0,4483.0,0.0,525.0,1746,514,0.0,500.0,0
2489_01,3,1,2,72,1,3,27.0,0,0.0,0.0,0.0,2241,1745,0.0,0.0,1
2491_01,1,0,7,401,2,2,25.0,0,2.0,2762.0,552.0,17,2258,0.0,1391.0,0
2492_01,2,1,6,480,2,3,27.0,0,0.0,0.0,0.0,2373,1921,0.0,0.0,1
2496_01,1,0,6,481,2,3,25.0,0,64.0,0.0,0.0,369,775,660.0,0.0,0
2497_01,1,0,0,0,0,1,36.0,0,0.0,0.0,0.0,1822,442,33.0,619.0,0
2498_01,1,0,5,176,2,3,14.0,0,148.0,0.0,34.0,1388,1397,808.0,0.0,0
2499_01,3,1,3,89,2,1,27.0,0,0.0,0.0,0.0,1185,369,0.0,0.0,1
2500_01,1,0,7,403,2,3,22.0,0,272.0,44.0,0.0,98,87,1064.0,418.0,0
2502_01,1,0,7,404,2,3,24.0,0,873.0,12.0,1.0,1717,1111,0.0,3.0,0
2503_01,2,0,6,516,1,3,-1.0,0,311.0,0.0,745.0,1383,1356,232.0,0.0,0
2503_02,2,0,6,516,1,3,4.0,0,0.0,0.0,0.0,889,1356,0.0,0.0,1
2505_01,0,0,5,149,1,3,19.0,0,0.0,13.0,291.0,935,2274,481.0,2.0,0
2505_02,1,0,5,149,1,3,19.0,0,0.0,5.0,4.0,1,2274,541.0,238.0,0
2506_01,0,0,1,19,1,1,38.0,0,0.0,2506.0,46.0,716,1015,11001.0,5.0,0
2506_02,3,1,1,19,1,1,39.0,0,0.0,0.0,0.0,295,1015,0.0,0.0,1
2506_03,3,0,1,19,1,1,23.0,0,36.0,2467.0,0.0,974,1015,381.0,803.0,0
2508_01,3,1,4,86,2,1,57.0,0,0.0,-1.0,0.0,1749,1182,0.0,0.0,1
2508_02,3,1,4,86,2,3,18.0,0,0.0,0.0,0.0,1672,1182,0.0,0.0,1
2509_01,1,0,6,483,2,3,43.0,0,0.0,9.0,1145.0,2553,157,0.0,0.0,0
2510_01,2,0,6,517,1,3,28.0,0,34.0,0.0,1342.0,2626,754,91.0,0.0,1
2512_01,3,0,3,91,2,1,33.0,0,0.0,8759.0,0.0,1712,151,2788.0,4513.0,0
2512_02,3,1,3,91,2,1,37.0,0,0.0,0.0,0.0,404,151,0.0,0.0,1
2513_01,1,0,0,0,0,3,28.0,0,0.0,55.0,0.0,1116,1888,656.0,0.0,0
2515_01,3,0,2,96,2,1,28.0,1,2.0,2144.0,0.0,1706,1307,435.0,5872.0,0
2515_02,3,1,2,96,2,1,18.0,0,0.0,0.0,0.0,2859,1307,0.0,0.0,1
2516_01,1,0,7,406,1,1,29.0,0,75.0,17.0,0.0,387,1348,211.0,506.0,0
2518_01,3,1,3,87,1,3,29.0,0,0.0,0.0,0.0,1506,531,0.0,0.0,1
2518_02,3,1,3,87,1,1,28.0,0,0.0,0.0,0.0,1694,531,0.0,0.0,1
2519_01,1,0,6,485,2,3,24.0,0,172.0,775.0,344.0,1629,1790,0.0,0.0,1
2520_01,3,0,3,88,1,3,59.0,0,0.0,5407.0,0.0,1024,361,285.0,1135.0,0
2521_01,2,1,5,151,1,3,43.0,-1,0.0,0.0,0.0,1726,915,0.0,0.0,0
2522_01,2,1,6,520,1,3,20.0,-1,0.0,0.0,0.0,165,2123,0.0,0.0,1
2523_01,3,1,2,73,1,1,23.0,0,0.0,0.0,-1.0,867,2207,0.0,0.0,1
2524_01,3,1,4,74,1,1,27.0,0,0.0,0.0,0.0,1027,20,-1.0,0.0,1
2526_01,3,1,2,74,1,1,38.0,0,0.0,0.0,0.0,2063,1468,0.0,0.0,1
2527_01,1,1,7,405,2,2,38.0,-1,0.0,0.0,0.0,929,1740,0.0,0.0,1
2528_01,2,0,6,487,2,3,48.0,0,639.0,412.0,110.0,2507,2340,0.0,0.0,1
2530_01,2,0,6,488,2,3,25.0,0,1734.0,1.0,189.0,2458,1758,1.0,0.0,0
2531_01,1,1,7,407,1,2,25.0,0,0.0,0.0,0.0,2723,2089,0.0,0.0,1
2532_01,2,0,6,489,2,3,24.0,0,737.0,37.0,1682.0,467,2148,0.0,0.0,0
2532_02,2,1,6,489,2,3,69.0,0,0.0,0.0,0.0,651,2148,0.0,0.0,1
2534_01,3,0,2,75,1,1,20.0,0,0.0,646.0,0.0,510,117,-1.0,1425.0,0
2534_02,3,1,2,75,1,1,18.0,0,0.0,0.0,0.0,1398,117,0.0,0.0,1
2535_01,1,1,7,409,1,3,28.0,0,0.0,0.0,0.0,1105,368,0.0,0.0,0
2537_01,1,0,5,152,1,2,23.0,0,0.0,9.0,292.0,2370,1639,35.0,349.0,1
2540_01,2,0,5,177,2,3,24.0,0,345.0,0.0,451.0,1324,1229,0.0,582.0,0
2541_01,3,0,2,77,1,0,44.0,0,0.0,1482.0,127.0,1742,2352,1555.0,1257.0,0
2542_01,2,0,5,153,1,3,29.0,0,834.0,0.0,28.0,2759,1472,117.0,41.0,0
2544_01,3,0,2,97,2,1,6.0,0,0.0,0.0,0.0,2813,1092,0.0,0.0,1
2544_02,3,0,2,97,2,3,42.0,0,41.0,1912.0,0.0,2771,1092,1899.0,43.0,0
2545_01,1,1,7,410,1,1,78.0,0,0.0,0.0,0.0,595,87,0.0,0.0,0
2546_01,1,0,6,491,2,3,36.0,0,548.0,179.0,24.0,1917,1213,0.0,77.0,0
2547_01,3,0,0,0,0,1,37.0,0,0.0,100.0,0.0,515,1295,1402.0,1462.0,0
2547_02,3,0,1,20,1,1,41.0,0,0.0,12809.0,2.0,2330,1295,2835.0,1514.0,1
2548_01,1,0,7,407,2,3,18.0,0,852.0,48.0,0.0,2661,2153,7.0,0.0,0
2549_01,2,0,6,522,1,3,62.0,0,1663.0,0.0,23.0,1760,925,2.0,12.0,0
2549_02,2,0,6,522,1,3,0.0,0,0.0,0.0,0.0,495,925,0.0,0.0,1
2549_03,2,0,6,522,1,3,55.0,0,1281.0,0.0,7.0,170,925,1.0,0.0,0
2550_01,1,1,7,411,1,3,16.0,0,0.0,0.0,0.0,1169,2083,0.0,0.0,1
2551_01,1,0,6,523,1,3,32.0,0,238.0,156.0,3.0,1856,1276,2.0,324.0,0
2552_01,1,0,6,492,2,3,19.0,0,0.0,1124.0,4.0,2580,2153,0.0,0.0,1
2552_02,1,0,7,408,2,1,7.0,0,0.0,0.0,0.0,1388,2153,0.0,-1.0,1
2552_03,1,0,7,408,2,1,4.0,0,0.0,0.0,0.0,2476,2153,0.0,0.0,1
2553_01,3,1,4,87,2,3,30.0,0,0.0,0.0,0.0,335,766,0.0,0.0,1
2555_01,3,1,2,78,1,1,24.0,0,0.0,0.0,0.0,113,2283,0.0,0.0,1
2555_02,3,1,2,78,1,3,34.0,0,0.0,0.0,0.0,1674,2283,0.0,0.0,1
2557_01,3,1,3,92,2,3,30.0,0,0.0,0.0,0.0,1601,1650,0.0,0.0,1
2558_01,2,0,6,525,1,3,3.0,0,0.0,0.0,0.0,65,410,0.0,0.0,1
2558_02,2,-1,6,525,1,3,32.0,0,0.0,0.0,0.0,2153,410,0.0,0.0,1
2558_03,2,0,6,525,1,3,55.0,0,403.0,0.0,922.0,2365,410,0.0,0.0,1
2558_04,2,1,6,525,1,3,0.0,0,0.0,0.0,0.0,1174,410,0.0,0.0,1
2559_01,3,0,0,0,0,3,51.0,0,0.0,1949.0,0.0,1228,1841,2549.0,39.0,0
2560_01,1,1,7,412,1,2,0.0,0,0.0,0.0,0.0,1152,929,0.0,0.0,1
2560_02,1,0,7,412,1,3,21.0,0,882.0,0.0,0.0,1436,929,-1.0,0.0,0
2560_03,1,0,7,412,1,3,2.0,0,0.0,0.0,0.0,2072,929,0.0,0.0,0
2561_01,1,0,5,178,2,3,19.0,0,194.0,44.0,0.0,1227,831,549.0,1.0,0
2562_01,2,1,6,526,1,3,24.0,0,0.0,0.0,0.0,834,1330,0.0,0.0,1
2562_02,2,0,6,526,1,3,20.0,0,2502.0,0.0,96.0,1477,1330,0.0,0.0,0
2564_01,3,0,5,179,2,3,42.0,0,2.0,3024.0,0.0,2379,1175,89.0,10.0,1
2565_01,2,1,6,527,1,3,17.0,0,0.0,0.0,0.0,2015,262,0.0,0.0,1
2565_02,2,0,5,155,1,3,32.0,0,598.0,0.0,138.0,1891,262,0.0,624.0,0
2571_01,1,0,7,414,1,3,28.0,0,145.0,8.0,557.0,1610,2166,0.0,74.0,1
2572_01,3,1,3,93,2,1,21.0,0,0.0,0.0,0.0,174,209,0.0,0.0,1
2572_02,3,1,3,93,2,1,56.0,1,0.0,0.0,0.0,712,209,0.0,0.0,1
2573_01,3,1,3,90,1,1,28.0,0,0.0,0.0,0.0,791,1400,0.0,0.0,1
2574_01,1,0,6,496,2,3,42.0,0,10.0,303.0,12.0,1041,1621,0.0,478.0,0
2578_01,1,0,6,498,2,3,18.0,0,1153.0,0.0,0.0,2053,1158,1409.0,195.0,0
2580_01,1,0,7,412,2,3,24.0,0,19.0,676.0,0.0,2280,859,26.0,0.0,0
2581_01,1,0,5,156,1,3,20.0,0,496.0,20.0,16.0,360,804,0.0,254.0,0
2581_02,1,0,6,531,1,3,22.0,0,26.0,0.0,0.0,2362,804,0.0,733.0,0
2582_01,1,0,7,415,1,3,22.0,0,98.0,0.0,46.0,1748,1351,641.0,0.0,0
2584_01,1,-1,7,417,1,2,21.0,0,0.0,0.0,-1.0,1326,957,0.0,0.0,0
2588_01,1,0,7,419,1,3,28.0,0,4.0,166.0,743.0,943,1232,0.0,0.0,1
2589_01,3,1,3,91,1,3,26.0,0,0.0,0.0,0.0,406,1544,0.0,0.0,1
2589_02,3,1,3,91,1,1,50.0,0,0.0,0.0,0.0,357,1544,0.0,0.0,1
2589_03,3,0,3,91,1,3,26.0,0,0.0,8150.0,0.0,1915,1560,3508.0,99.0,0
2589_04,3,0,3,91,1,3,30.0,1,0.0,632.0,0.0,1124,1544,673.0,2272.0,0
2589_05,3,1,3,91,1,3,29.0,0,0.0,0.0,0.0,2360,1544,0.0,0.0,1
2590_01,1,0,7,420,1,3,8.0,0,0.0,0.0,0.0,582,1059,0.0,0.0,0
2590_02,1,0,7,420,1,3,45.0,0,406.0,148.0,285.0,627,1059,0.0,0.0,0
2590_03,1,1,7,420,1,2,35.0,0,0.0,0.0,0.0,2219,1059,0.0,0.0,1
2591_01,1,0,6,499,2,2,18.0,0,9.0,419.0,0.0,294,2081,201.0,7.0,0
2591_02,1,0,7,413,2,3,23.0,0,0.0,121.0,0.0,133,2081,568.0,128.0,0
2592_01,2,0,4,75,1,3,29.0,1,803.0,0.0,0.0,2482,931,58.0,0.0,0
2592_02,2,0,4,75,1,3,18.0,0,1102.0,9.0,2628.0,2725,931,0.0,0.0,0
2593_01,1,0,7,421,1,3,28.0,0,804.0,2.0,13.0,734,159,0.0,62.0,0
2594_01,3,1,2,98,2,3,34.0,0,0.0,0.0,0.0,538,850,0.0,0.0,1
2595_01,2,0,6,533,1,1,0.0,0,0.0,0.0,0.0,1080,2317,0.0,0.0,1
2595_02,2,-1,6,533,1,3,4.0,0,0.0,0.0,0.0,1827,2317,0.0,0.0,1
2595_03,2,0,4,76,1,3,28.0,0,938.0,61.0,0.0,1670,570,53.0,4.0,0
2595_04,2,0,6,533,1,3,8.0,0,0.0,0.0,0.0,2079,570,0.0,0.0,1
2596_01,2,0,4,77,1,3,20.0,0,59.0,0.0,1646.0,1875,2270,1657.0,0.0,0
2596_02,2,1,6,534,1,3,20.0,0,0.0,0.0,0.0,428,2163,0.0,0.0,1
2597_01,2,1,6,500,2,3,25.0,0,0.0,0.0,0.0,222,1808,0.0,0.0,1
2597_02,0,0,6,500,2,1,31.0,0,995.0,7.0,1213.0,380,1808,0.0,687.0,0
2598_01,2,0,6,535,1,3,37.0,0,27.0,0.0,1131.0,1598,422,0.0,1318.0,0
2599_01,1,1,0,0,0,3,21.0,0,0.0,0.0,0.0,2437,1187,0.0,0.0,0
2601_01,2,1,6,536,1,3,24.0,0,0.0,0.0,0.0,1089,1808,0.0,0.0,1
2602_01,2,1,5,158,1,3,34.0,0,0.0,0.0,0.0,612,1811,0.0,0.0,0
2602_02,2,0,5,158,1,1,0.0,0,0.0,0.0,0.0,963,466,0.0,0.0,1
2602_03,2,1,5,158,1,3,25.0,0,0.0,0.0,0.0,100,1811,0.0,0.0,0
2605_01,2,1,4,88,2,1,43.0,0,0.0,0.0,0.0,590,274,0.0,0.0,1
2606_01,1,0,6,537,1,3,-1.0,0,900.0,0.0,0.0,2069,1853,0.0,1.0,0
2606_02,1,0,6,537,1,3,45.0,0,10.0,16.0,801.0,2194,1853,73.0,-1.0,0
2607_01,3,1,2,99,2,3,63.0,0,0.0,0.0,0.0,2519,2361,0.0,0.0,1
2607_02,3,1,2,99,2,3,17.0,0,0.0,0.0,0.0,498,2361,0.0,0.0,1
2607_03,3,0,2,99,2,1,35.0,0,0.0,1471.0,2.0,2218,2361,445.0,533.0,1
2607_04,3,0,2,99,2,3,12.0,0,0.0,0.0,0.0,1863,2026,0.0,0.0,1
2609_01,1,1,7,416,2,2,-1.0,0,0.0,0.0,0.0,1048,420,0.0,0.0,1
2616_01,1,-1,6,541,1,3,17.0,0,0.0,604.0,0.0,1005,928,0.0,218.0,0
2617_01,1,0,7,424,1,2,32.0,0,59.0,0.0,469.0,1252,1491,0.0,0.0,0
2618_01,0,1,5,159,1,3,23.0,0,0.0,0.0,0.0,261,2307,0.0,0.0,1
2619_01,1,0,6,504,2,1,17.0,0,2000.0,0.0,0.0,182,183,0.0,0.0,0
2622_01,1,0,6,505,2,1,34.0,0,492.0,0.0,13.0,31,1783,55.0,0.0,0
2624_01,1,0,6,542,1,3,15.0,0,0.0,0.0,875.0,190,1895,3.0,-1.0,0
2625_01,1,1,7,426,1,3,14.0,0,0.0,0.0,0.0,1273,200,0.0,0.0,1
2625_02,1,0,5,160,1,3,22.0,0,0.0,1.0,271.0,1717,200,0.0,1348.0,0
2626_01,1,0,6,543,1,3,19.0,0,232.0,0.0,479.0,1591,866,0.0,5.0,0
2627_01,1,0,6,544,1,2,40.0,-1,0.0,228.0,5.0,1517,520,454.0,1.0,0
2628_01,3,1,1,21,1,1,25.0,0,0.0,0.0,0.0,832,1865,0.0,0.0,1
2628_02,3,0,1,21,1,1,51.0,0,0.0,6.0,0.0,1361,1865,2085.0,67.0,0
2629_01,1,0,7,427,1,3,22.0,0,91.0,6.0,0.0,2294,2076,17.0,693.0,0
2631_01,2,1,6,545,1,1,50.0,0,0.0,0.0,0.0,1302,34,0.0,0.0,1
2633_01,1,0,7,428,1,1,26.0,0,0.0,0.0,0.0,1436,248,0.0,-1.0,0
2634_01,2,1,6,508,2,3,39.0,0,0.0,0.0,0.0,1406,1386,0.0,-1.0,1
2635_01,2,0,4,78,1,3,18.0,0,1867.0,0.0,29.0,170,2259,72.0,-1.0,1
2636_01,1,0,7,419,2,3,22.0,0,-1.0,0.0,137.0,1517,2385,671.0,-1.0,0
2638_01,1,0,5,181,2,3,26.0,0,0.0,29.0,0.0,2632,708,759.0,0.0,0
2640_01,1,0,6,510,2,3,19.0,0,0.0,0.0,0.0,2741,2074,0.0,1051.0,0
2641_01,1,1,7,420,2,2,16.0,0,0.0,0.0,0.0,2516,1689,0.0,0.0,0
2642_01,0,0,7,430,1,3,24.0,0,0.0,0.0,17.0,1481,248,0.0,793.0,0
2643_01,1,0,6,511,2,2,34.0,0,122.0,0.0,6.0,734,626,739.0,0.0,0
2645_01,3,0,3,95,2,3,55.0,0,0.0,815.0,1558.0,79,1396,3.0,1334.0,1
2645_02,3,0,3,95,2,3,42.0,0,3.0,2174.0,0.0,57,1718,10860.0,2564.0,0
2645_03,3,1,3,95,2,3,14.0,0,0.0,0.0,0.0,295,1718,0.0,0.0,1
2645_04,3,0,3,95,2,1,28.0,0,0.0,3053.0,0.0,1061,1718,839.0,2153.0,1
2645_05,3,1,3,95,2,1,26.0,0,0.0,0.0,0.0,1053,1718,0.0,0.0,1
2646_01,3,0,2,80,1,1,33.0,0,0.0,286.0,1795.0,2285,2301,712.0,7041.0,0
2647_01,1,0,6,547,1,3,24.0,0,0.0,0.0,0.0,961,2169,636.0,68.0,0
2648_01,1,0,7,421,2,3,23.0,0,490.0,313.0,0.0,967,1101,6.0,0.0,0
2649_01,2,0,4,79,1,3,16.0,0,46.0,0.0,1994.0,718,421,0.0,677.0,0
2650_01,1,1,7,431,1,3,36.0,0,0.0,0.0,0.0,808,831,0.0,0.0,0
2651_01,3,1,2,100,2,1,44.0,0,0.0,0.0,0.0,426,328,0.0,0.0,1
2652_01,1,0,6,513,2,3,22.0,0,0.0,0.0,670.0,2614,419,0.0,32.0,1
2655_01,1,1,7,422,2,3,30.0,0,0.0,0.0,0.0,390,2070,0.0,0.0,0
2657_01,1,0,6,514,2,3,20.0,0,0.0,27.0,1.0,1960,1885,686.0,1.0,0
2658_01,1,0,6,549,1,3,21.0,-1,366.0,1136.0,795.0,217,2171,132.0,0.0,0
2659_01,2,0,5,182,2,3,14.0,0,-1.0,0.0,0.0,2359,1116,0.0,0.0,1
2660_01,1,0,6,550,1,3,27.0,0,0.0,0.0,-1.0,1095,2068,2.0,1215.0,0
2661_01,1,0,6,515,2,3,19.0,0,1.0,4.0,0.0,667,49,750.0,3.0,0
