PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,FirstName,LastName,Spa,VRDeck
1837_01,3,1,2,77,2,1,13.0,0,0.0,0.0,0.0,29,1108,0.0,0.0
1838_01,2,1,6,363,1,3,35.0,0,0.0,0.0,0.0,674,430,0.0,0.0
1839_01,2,0,6,364,1,3,27.0,0,1182.0,0.0,42.0,1447,1571,0.0,0.0
1840_01,1,1,7,301,1,1,21.0,0,0.0,0.0,0.0,2485,917,0.0,0.0
1842_01,2,0,4,57,1,3,22.0,0,603.0,0.0,200.0,2304,687,0.0,0.0
1845_01,3,0,3,69,2,3,33.0,0,0.0,11.0,689.0,1712,1388,355.0,6083.0
1851_01,3,0,2,78,2,1,25.0,0,582.0,1080.0,0.0,2604,1940,14.0,5550.0
1851_02,3,1,2,78,2,3,37.0,0,0.0,0.0,0.0,2825,1940,0.0,0.0
1852_01,3,1,2,79,2,1,36.0,0,0.0,0.0,0.0,1539,2149,0.0,0.0
1852_02,3,0,2,79,2,1,47.0,0,0.0,1696.0,0.0,1246,2149,-1.0,1.0
1852_03,3,1,2,79,2,3,34.0,0,0.0,0.0,0.0,2127,2149,0.0,0.0
1852_04,3,1,2,79,2,1,29.0,0,0.0,0.0,0.0,738,2149,0.0,0.0
1858_01,3,0,3,62,1,1,39.0,0,0.0,4205.0,0.0,677,2397,167.0,0.0
1862_01,1,-1,6,369,1,1,27.0,0,1156.0,0.0,0.0,1249,207,0.0,136.0
1862_02,0,0,7,304,1,1,35.0,0,557.0,0.0,0.0,2115,207,393.0,0.0
1862_03,1,0,7,304,1,3,0.0,0,0.0,0.0,0.0,320,1730,0.0,0.0
1867_01,3,1,3,63,1,1,33.0,0,0.0,0.0,0.0,373,1120,0.0,0.0
1869_01,2,0,6,373,1,3,24.0,0,1286.0,2.0,1.0,1806,2146,0.0,0.0
1870_01,2,0,6,359,2,3,19.0,0,908.0,0.0,845.0,389,1018,0.0,0.0
1875_01,2,0,4,65,2,3,33.0,0,128.0,0.0,574.0,767,2365,0.0,260.0
1876_01,1,0,6,360,2,3,19.0,0,0.0,0.0,262.0,608,1670,29.0,448.0
1883_01,2,1,5,114,1,3,16.0,0,0.0,0.0,0.0,1425,952,0.0,0.0
1885_01,1,0,7,294,2,3,47.0,0,0.0,-1.0,376.0,133,269,3.0,7.0
1893_01,2,1,6,362,2,3,40.0,0,0.0,0.0,0.0,1037,180,0.0,0.0
1894_01,2,1,6,379,1,3,19.0,0,0.0,0.0,0.0,708,969,0.0,0.0
1895_01,2,0,6,363,2,3,27.0,0,39.0,0.0,378.0,2577,514,240.0,652.0
1896_01,3,0,5,143,2,3,31.0,0,0.0,891.0,0.0,1915,1560,3748.0,12.0
1900_01,1,0,6,380,1,3,24.0,0,0.0,106.0,1126.0,1915,1560,0.0,60.0
1904_01,3,0,1,15,1,1,31.0,0,19.0,607.0,0.0,1226,1937,-1.0,2756.0
1909_01,3,1,3,64,1,2,41.0,0,0.0,0.0,0.0,2765,1190,0.0,0.0
1909_02,3,1,3,64,1,3,16.0,0,0.0,0.0,0.0,684,1190,0.0,0.0
1909_03,3,0,3,64,1,3,27.0,0,0.0,2588.0,0.0,1574,1190,22.0,2149.0
1910_01,2,0,6,365,2,3,11.0,0,0.0,0.0,0.0,227,1761,0.0,0.0
1910_02,2,0,6,365,2,1,28.0,0,3529.0,0.0,65.0,2838,1761,3.0,59.0
1910_03,2,0,6,365,2,3,51.0,0,311.0,0.0,338.0,1643,1761,741.0,0.0
1910_04,2,0,6,365,2,3,1.0,0,0.0,0.0,0.0,2432,1761,-1.0,0.0
1912_01,1,0,7,310,1,3,56.0,0,0.0,35.0,4661.0,2489,167,1641.0,0.0
1913_01,2,0,6,381,1,0,-1.0,0,261.0,0.0,2338.0,1818,249,0.0,0.0
1913_02,2,1,6,381,1,3,57.0,0,0.0,0.0,0.0,327,263,0.0,0.0
1913_03,2,1,6,381,1,3,13.0,0,0.0,0.0,0.0,2243,263,0.0,0.0
1914_01,1,1,7,301,2,2,32.0,0,0.0,0.0,0.0,45,1137,-1.0,0.0
1917_01,1,0,6,366,2,2,28.0,0,0.0,547.0,0.0,234,985,10.0,0.0
1919_01,1,0,7,302,2,3,12.0,0,0.0,0.0,0.0,1851,179,0.0,0.0
1921_01,2,0,6,382,1,2,35.0,0,809.0,0.0,830.0,195,618,0.0,0.0
1921_02,2,0,6,382,1,3,33.0,1,1651.0,0.0,14.0,1942,618,245.0,0.0
1924_01,1,1,7,311,1,2,14.0,0,0.0,0.0,0.0,652,631,0.0,0.0
1929_01,1,0,7,306,2,3,26.0,0,407.0,191.0,53.0,555,1437,0.0,133.0
1930_01,1,0,6,383,1,1,25.0,0,599.0,0.0,1.0,432,316,0.0,0.0
1932_01,1,0,6,367,2,3,27.0,0,0.0,0.0,0.0,788,216,145.0,1961.0
1934_01,1,0,6,384,1,3,23.0,0,2.0,-1.0,689.0,1305,1615,827.0,0.0
1936_01,2,0,5,119,1,3,45.0,0,1285.0,4.0,7.0,1051,875,1.0,0.0
1943_01,1,0,6,371,2,1,50.0,0,21.0,1.0,0.0,1273,874,185.0,530.0
1944_01,1,0,7,308,2,3,24.0,0,0.0,0.0,666.0,2027,397,221.0,1.0
1948_01,3,0,2,80,2,3,54.0,0,0.0,225.0,129.0,1283,1470,-1.0,12226.0
1948_02,3,1,2,80,2,1,19.0,0,0.0,0.0,0.0,1355,1470,0.0,0.0
1949_01,1,0,6,373,2,3,19.0,0,0.0,0.0,317.0,2591,1704,632.0,0.0
1951_01,3,1,4,67,2,1,28.0,0,0.0,0.0,0.0,999,521,0.0,0.0
1951_02,3,0,4,67,2,1,28.0,0,1.0,1656.0,140.0,1186,521,4160.0,430.0
1954_01,2,0,6,388,1,1,39.0,0,27.0,0.0,81.0,583,51,974.0,0.0
1955_01,1,0,6,389,1,3,20.0,0,9.0,52.0,1.0,1396,953,638.0,105.0
1958_01,1,0,7,314,1,3,30.0,0,1624.0,0.0,0.0,1921,1861,600.0,105.0
1965_01,1,1,7,317,1,3,35.0,0,0.0,0.0,0.0,1500,1216,0.0,0.0
1966_01,3,0,2,81,2,1,36.0,0,0.0,1427.0,0.0,2352,674,1311.0,84.0
1970_01,1,0,6,392,1,3,33.0,0,1844.0,213.0,131.0,480,636,439.0,0.0
1972_01,2,0,5,123,1,3,30.0,0,143.0,0.0,906.0,379,486,0.0,0.0
1982_01,1,0,5,145,2,3,25.0,0,102.0,0.0,257.0,692,320,1260.0,0.0
1986_01,2,1,6,377,2,3,45.0,0,0.0,0.0,0.0,2593,1659,0.0,0.0
1987_01,1,0,7,313,2,3,23.0,0,0.0,901.0,7.0,196,1187,0.0,0.0
1989_01,1,1,7,322,1,1,51.0,0,0.0,0.0,0.0,183,773,0.0,0.0
1990_01,2,1,6,395,1,3,31.0,0,0.0,0.0,0.0,1453,353,0.0,0.0
1990_02,2,1,6,395,1,1,55.0,0,0.0,0.0,0.0,300,353,0.0,0.0
1998_01,1,0,6,382,2,2,24.0,0,85.0,225.0,11.0,2193,1616,53.0,835.0
2002_01,2,1,6,384,2,3,57.0,0,0.0,0.0,0.0,1790,1514,0.0,0.0
2004_01,2,1,5,147,2,3,24.0,0,0.0,0.0,0.0,342,590,0.0,0.0
2005_01,1,0,6,385,2,3,44.0,0,40.0,117.0,0.0,2636,1901,214.0,387.0
2005_02,1,0,7,316,2,3,0.0,0,0.0,0.0,0.0,597,1901,0.0,0.0
2008_01,1,0,6,397,1,0,15.0,0,262.0,0.0,0.0,2332,2377,391.0,151.0
2014_01,3,1,5,148,2,3,49.0,0,0.0,0.0,0.0,2250,622,0.0,0.0
2016_01,2,1,6,388,2,0,24.0,0,0.0,0.0,0.0,2532,1713,0.0,0.0
2016_02,2,0,6,388,2,3,47.0,0,878.0,824.0,1.0,1711,1713,389.0,0.0
2017_01,2,0,5,149,2,3,26.0,0,0.0,0.0,0.0,20,1514,0.0,0.0
2017_02,2,0,6,389,2,3,-1.0,0,664.0,126.0,40.0,1954,1514,11.0,1068.0
2018_01,1,1,7,319,2,3,4.0,0,0.0,0.0,0.0,1146,1341,0.0,0.0
2020_01,3,0,3,77,2,3,30.0,0,0.0,2052.0,4.0,2705,1593,465.0,117.0
2021_01,1,1,7,320,2,3,23.0,0,0.0,0.0,0.0,358,1536,0.0,0.0
2023_01,1,0,7,321,2,3,23.0,0,0.0,0.0,634.0,2061,2266,0.0,87.0
2023_02,1,1,7,321,2,3,4.0,0,0.0,0.0,0.0,888,2266,0.0,0.0
2023_03,1,1,7,321,2,3,3.0,0,0.0,0.0,0.0,952,2266,0.0,0.0
2025_01,3,0,2,84,2,1,42.0,1,0.0,305.0,0.0,2597,798,327.0,7046.0
2030_01,1,0,6,401,1,3,22.0,0,286.0,1217.0,0.0,482,2393,0.0,10.0
2031_01,1,0,7,325,1,3,21.0,0,208.0,78.0,0.0,1541,780,0.0,424.0
2033_01,1,0,6,392,2,1,28.0,0,637.0,11.0,1.0,422,613,0.0,52.0
2035_01,2,0,4,64,1,3,35.0,0,904.0,688.0,112.0,1915,1560,994.0,0.0
2035_02,2,1,6,403,1,3,20.0,0,0.0,0.0,0.0,742,2324,0.0,0.0
2036_01,1,1,7,326,1,2,22.0,0,0.0,0.0,0.0,1071,1982,0.0,0.0
2036_02,1,0,7,326,1,3,30.0,0,0.0,-1.0,724.0,918,2183,0.0,0.0
2036_03,1,0,7,326,1,3,0.0,0,0.0,0.0,0.0,1682,1982,0.0,0.0
2037_01,3,1,2,61,1,3,22.0,0,0.0,0.0,0.0,689,2350,0.0,0.0
2037_02,3,0,2,61,1,3,15.0,0,0.0,411.0,0.0,261,2350,1757.0,4411.0
2039_01,2,0,6,405,1,3,4.0,0,0.0,0.0,0.0,44,905,0.0,0.0
2039_02,2,1,6,405,1,3,19.0,0,0.0,0.0,0.0,319,905,0.0,0.0
2039_03,2,1,6,405,1,3,29.0,0,0.0,0.0,0.0,424,1708,0.0,0.0
2047_01,1,1,7,325,2,3,17.0,0,0.0,0.0,0.0,2048,1135,0.0,0.0
2048_01,1,0,6,406,1,1,21.0,0,0.0,722.0,0.0,2512,975,0.0,0.0
2049_01,1,1,7,326,2,2,20.0,0,0.0,0.0,0.0,2371,295,0.0,0.0
2050_01,1,0,7,329,1,3,24.0,0,130.0,5.0,0.0,491,2137,283.0,302.0
2057_01,0,1,7,332,1,2,6.0,0,0.0,-1.0,0.0,2520,2165,0.0,0.0
2057_02,1,0,7,332,1,2,9.0,0,0.0,0.0,0.0,1136,1833,0.0,0.0
2057_03,1,0,7,332,1,3,21.0,0,308.0,367.0,1.0,2469,1906,0.0,108.0
2057_04,1,1,7,332,1,3,46.0,0,0.0,0.0,0.0,1529,1833,0.0,0.0
2057_05,0,0,6,408,1,3,20.0,0,0.0,0.0,715.0,2680,1833,7.0,1.0
2058_01,2,0,6,397,2,1,27.0,0,1226.0,194.0,92.0,388,1033,18.0,0.0
2064_01,2,1,6,409,1,3,23.0,0,0.0,0.0,0.0,2864,940,0.0,0.0
2068_01,3,1,3,71,1,3,28.0,0,0.0,0.0,0.0,1097,178,0.0,0.0
2068_02,3,0,3,71,1,1,53.0,0,0.0,4829.0,0.0,2808,178,7.0,350.0
2068_03,3,0,3,71,1,3,41.0,0,1.0,2852.0,0.0,2810,178,67.0,59.0
2068_04,3,0,3,71,1,1,32.0,0,0.0,5950.0,462.0,2374,1052,4257.0,71.0
2068_05,3,0,3,71,1,3,27.0,0,0.0,5931.0,0.0,2283,178,110.0,1125.0
2069_01,1,0,6,399,2,3,31.0,0,767.0,0.0,8.0,1,1302,3.0,0.0
2072_01,1,0,5,152,2,3,20.0,0,-1.0,0.0,0.0,127,654,449.0,86.0
2072_02,1,0,6,400,2,3,19.0,0,0.0,0.0,82.0,6,654,590.0,0.0
2076_01,2,1,6,403,2,3,55.0,0,0.0,0.0,0.0,2267,65,0.0,0.0
2077_01,1,0,6,404,2,3,35.0,0,-1.0,0.0,43.0,845,2045,1.0,880.0
2078_01,2,1,6,405,2,3,70.0,0,0.0,0.0,0.0,745,1520,0.0,0.0
2079_01,1,0,7,330,2,1,22.0,0,240.0,1974.0,0.0,127,1353,0.0,152.0
2079_02,1,0,6,406,2,3,46.0,0,258.0,57.0,0.0,813,1353,0.0,654.0
2079_03,1,0,6,406,2,3,16.0,0,32.0,9.0,0.0,1910,1353,0.0,1408.0
2093_01,1,0,7,336,1,3,14.0,0,425.0,0.0,295.0,2638,1490,0.0,50.0
2098_01,0,0,7,332,2,3,13.0,0,51.0,0.0,0.0,1805,727,-1.0,0.0
2101_01,1,1,7,337,1,1,44.0,0,0.0,0.0,0.0,851,2165,0.0,0.0
2101_02,1,0,6,416,1,3,15.0,0,0.0,939.0,10.0,1252,2165,0.0,0.0
2103_01,1,0,7,333,2,3,32.0,0,0.0,126.0,692.0,1881,1837,0.0,1055.0
2108_01,3,0,3,73,1,1,26.0,0,399.0,5722.0,0.0,1097,1388,39.0,3155.0
2108_02,3,0,3,73,1,3,42.0,0,0.0,1311.0,0.0,1180,1388,63.0,954.0
2109_01,1,1,7,337,2,3,44.0,0,0.0,0.0,0.0,899,1186,0.0,0.0
2113_01,1,1,0,0,0,3,15.0,0,0.0,0.0,0.0,600,2102,0.0,0.0
2119_01,1,0,7,340,2,3,35.0,0,344.0,530.0,0.0,1917,619,1.0,9.0
2119_02,1,1,7,340,2,3,35.0,0,0.0,0.0,0.0,109,619,0.0,0.0
2122_01,1,0,5,154,2,2,24.0,0,0.0,618.0,-1.0,1664,1601,-1.0,0.0
2132_01,1,1,7,342,2,2,19.0,0,0.0,0.0,0.0,2216,910,0.0,0.0
2146_01,3,0,2,62,1,3,37.0,0,210.0,4618.0,0.0,1743,1508,17.0,492.0
2146_02,3,1,2,62,1,1,31.0,0,0.0,0.0,0.0,1497,1508,0.0,0.0
2151_01,1,1,7,346,2,3,39.0,0,0.0,0.0,0.0,655,2070,0.0,0.0
2155_01,1,0,6,427,1,3,35.0,0,0.0,445.0,451.0,2690,1368,3.0,0.0
2157_01,1,0,6,422,2,3,26.0,0,0.0,0.0,0.0,2067,794,0.0,872.0
2160_01,2,0,0,0,0,3,26.0,0,1775.0,0.0,28.0,1746,43,0.0,796.0
2160_02,2,1,6,428,1,1,0.0,0,0.0,0.0,0.0,249,43,0.0,0.0
2160_03,2,1,6,428,1,3,8.0,0,0.0,-1.0,0.0,1150,43,0.0,0.0
2165_01,1,0,6,426,2,3,44.0,-1,0.0,74.0,-1.0,2447,670,0.0,0.0
2166_01,1,0,6,430,1,3,20.0,0,152.0,770.0,0.0,1139,750,0.0,26.0
2169_01,1,0,7,350,1,3,56.0,0,0.0,0.0,0.0,2628,172,147.0,872.0
2170_01,1,0,6,432,1,3,31.0,0,0.0,46.0,29.0,1311,596,84.0,617.0
2174_01,1,0,6,434,1,1,16.0,0,0.0,1.0,0.0,1717,666,19.0,878.0
2176_01,1,1,7,353,1,2,29.0,0,0.0,0.0,0.0,935,1751,0.0,0.0
2178_01,1,0,7,349,2,3,22.0,0,11.0,399.0,79.0,2512,1751,0.0,297.0
2181_01,1,0,6,436,1,3,39.0,0,0.0,-1.0,0.0,703,2101,593.0,21.0
2184_01,3,1,3,81,2,1,25.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0
2184_02,3,-1,3,81,2,3,43.0,0,0.0,0.0,0.0,22,109,0.0,0.0
2185_01,3,1,3,82,2,1,37.0,0,0.0,0.0,0.0,2524,2010,0.0,0.0
2192_01,1,0,7,351,2,2,24.0,0,286.0,31.0,208.0,1139,1378,207.0,39.0
2197_01,1,0,7,353,2,1,53.0,0,13.0,522.0,0.0,2741,606,137.0,1.0
2199_01,1,0,0,0,0,1,19.0,-1,0.0,5.0,573.0,1067,239,124.0,0.0
2208_01,2,0,6,444,1,3,24.0,0,693.0,0.0,727.0,1963,2259,0.0,2.0
2213_01,2,0,5,131,1,3,31.0,0,1423.0,0.0,686.0,1148,226,0.0,0.0
2214_01,1,0,5,132,1,3,27.0,0,0.0,674.0,0.0,896,1770,951.0,0.0
2216_01,1,0,6,446,1,2,57.0,0,0.0,545.0,0.0,1913,195,0.0,0.0
2217_01,3,0,8,1,2,3,26.0,0,132.0,2576.0,0.0,2464,1432,2060.0,3.0
2218_01,1,0,5,133,1,0,15.0,0,167.0,0.0,532.0,1282,1368,0.0,89.0
2222_01,2,1,6,447,1,3,19.0,0,0.0,0.0,0.0,892,2396,0.0,0.0
2226_01,1,-1,7,357,1,2,27.0,0,142.0,0.0,99.0,951,2385,232.0,0.0
2227_01,2,1,6,436,2,3,23.0,0,0.0,0.0,0.0,1491,142,0.0,0.0
2230_01,1,1,7,358,1,3,6.0,0,0.0,0.0,0.0,569,2125,0.0,-1.0
2236_01,1,0,5,160,2,0,15.0,-1,0.0,465.0,494.0,2427,374,0.0,18.0
2240_01,1,1,7,360,1,1,2.0,0,0.0,0.0,0.0,401,1894,0.0,0.0
2240_02,1,0,6,450,1,3,21.0,0,12.0,555.0,0.0,648,1894,0.0,882.0
2240_03,1,0,7,360,1,3,0.0,0,0.0,0.0,0.0,2431,1894,0.0,0.0
2242_01,1,1,7,361,1,1,18.0,0,0.0,0.0,0.0,778,1082,0.0,0.0
2244_01,1,0,6,440,2,3,46.0,0,0.0,0.0,969.0,2251,1320,1.0,0.0
2245_01,0,1,1,17,1,1,43.0,0,0.0,0.0,0.0,2880,1669,0.0,0.0
2245_02,3,1,1,17,1,3,45.0,1,0.0,0.0,0.0,1263,1669,0.0,0.0
2246_01,3,0,3,74,1,1,40.0,0,224.0,5672.0,-1.0,859,1334,663.0,779.0
2246_02,3,0,3,74,1,3,44.0,0,0.0,18.0,0.0,2815,1334,980.0,2601.0
2247_01,1,0,6,452,1,1,27.0,0,0.0,3.0,0.0,1079,1354,0.0,1917.0
2248_01,1,0,6,453,1,3,55.0,0,48.0,0.0,127.0,147,1581,929.0,131.0
2249_01,1,0,5,135,1,3,24.0,0,0.0,1606.0,0.0,381,2151,0.0,2.0
2250_01,1,0,6,454,1,3,27.0,0,76.0,0.0,1.0,764,89,27.0,865.0
2259_01,3,0,3,77,1,1,33.0,0,0.0,2333.0,0.0,2692,54,106.0,896.0
2259_02,3,1,3,77,1,1,35.0,0,0.0,-1.0,0.0,1838,54,0.0,0.0
2260_01,3,1,4,67,1,3,33.0,0,0.0,-1.0,0.0,2856,1739,0.0,0.0
2265_01,1,0,6,443,2,3,34.0,0,0.0,-1.0,0.0,2021,1740,529.0,0.0
2271_01,3,0,3,78,1,1,37.0,0,567.0,32.0,0.0,2498,1372,1273.0,11632.0
2276_01,1,1,7,361,2,3,46.0,0,0.0,0.0,0.0,2450,1,0.0,0.0
2276_02,1,0,6,444,2,3,45.0,0,1259.0,210.0,0.0,2622,1,0.0,1.0
2283_01,1,0,6,462,1,3,14.0,0,0.0,25.0,116.0,1721,1164,897.0,2.0
2285_01,1,0,7,363,2,2,-1.0,0,0.0,20.0,36.0,2058,469,0.0,788.0
2286_01,1,0,7,368,1,3,56.0,0,0.0,6.0,0.0,711,237,406.0,355.0
2290_01,1,1,7,364,2,2,24.0,0,0.0,0.0,0.0,839,1290,0.0,0.0
2292_01,1,1,7,366,2,2,19.0,0,0.0,0.0,0.0,1437,500,0.0,0.0
2293_01,2,1,6,446,2,3,51.0,0,0.0,0.0,0.0,1837,558,0.0,0.0
2294_01,3,0,3,84,2,1,24.0,0,204.0,2322.0,874.0,1416,1017,0.0,252.0
2297_01,1,0,6,447,2,3,23.0,0,839.0,0.0,0.0,2489,203,38.0,0.0
2304_01,1,1,7,370,1,3,21.0,0,0.0,0.0,0.0,1929,943,0.0,0.0
2307_01,1,1,5,164,2,3,6.0,0,0.0,0.0,0.0,760,442,0.0,0.0
2307_02,1,0,5,164,2,3,11.0,0,0.0,0.0,0.0,240,442,0.0,0.0
2307_03,1,0,5,164,2,3,4.0,0,0.0,0.0,0.0,2654,442,0.0,0.0
2307_04,1,0,5,164,2,0,0.0,0,0.0,0.0,0.0,1443,442,0.0,0.0
2307_05,1,1,5,164,2,3,7.0,0,0.0,0.0,0.0,1816,442,0.0,0.0
2322_01,1,0,5,165,2,3,24.0,0,51.0,1.0,199.0,180,2152,536.0,0.0
2323_01,1,0,6,451,2,3,32.0,-1,12.0,0.0,0.0,2141,24,1123.0,19.0
2324_01,1,0,6,452,2,3,43.0,0,340.0,10.0,22.0,829,2369,0.0,272.0
2326_01,1,1,7,374,1,3,24.0,0,0.0,0.0,0.0,1129,887,0.0,0.0
2328_01,1,0,6,471,1,3,49.0,0,9.0,146.0,207.0,808,548,688.0,2.0
2330_01,1,0,6,473,1,2,21.0,0,17.0,0.0,0.0,1840,1010,595.0,0.0
2331_01,3,1,0,0,0,1,29.0,0,0.0,0.0,0.0,169,467,0.0,0.0
2334_01,1,0,7,375,2,0,25.0,0,877.0,0.0,0.0,75,45,37.0,0.0
2335_01,1,1,7,376,2,2,27.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0
2337_01,1,1,7,375,1,2,14.0,0,0.0,0.0,0.0,2516,78,0.0,0.0
2342_01,1,0,7,377,2,3,67.0,0,0.0,1.0,3.0,1546,2364,788.0,15.0
2343_01,3,1,2,69,1,1,17.0,0,0.0,0.0,0.0,2856,1152,0.0,0.0
2343_02,3,0,2,69,1,3,44.0,0,0.0,0.0,0.0,505,1152,0.0,0.0
2344_01,0,0,2,70,1,1,52.0,0,0.0,142.0,0.0,2851,362,378.0,3209.0
2344_02,3,1,2,70,1,1,14.0,0,-1.0,0.0,0.0,2649,362,0.0,0.0
2346_01,1,0,6,476,1,3,17.0,0,817.0,0.0,0.0,190,773,0.0,0.0
2350_01,2,0,5,138,1,3,19.0,0,99.0,0.0,1522.0,2114,2405,276.0,0.0
2350_02,2,0,6,478,1,3,36.0,0,853.0,382.0,8.0,2293,570,14.0,30.0
2350_03,2,1,6,478,1,1,19.0,0,0.0,0.0,0.0,339,2405,0.0,0.0
2351_01,2,0,4,70,1,3,25.0,0,1872.0,189.0,438.0,779,678,4.0,269.0
2351_02,2,0,6,479,1,3,39.0,0,995.0,0.0,169.0,2179,678,27.0,0.0
2352_01,2,0,6,456,2,1,32.0,0,103.0,0.0,856.0,884,1801,0.0,666.0
2354_01,2,0,6,458,2,3,75.0,0,940.0,0.0,0.0,273,497,1188.0,60.0
2355_01,3,1,4,79,2,3,37.0,0,0.0,0.0,0.0,1185,897,-1.0,0.0
2355_02,3,1,4,79,2,1,25.0,0,0.0,0.0,0.0,1608,897,0.0,0.0
2355_03,3,0,4,79,2,3,33.0,0,651.0,275.0,0.0,1108,897,0.0,1128.0
2355_04,3,0,4,79,2,1,25.0,0,0.0,5619.0,0.0,250,897,0.0,11.0
2358_01,1,0,7,378,1,3,24.0,0,1105.0,357.0,13.0,631,329,0.0,303.0
2359_01,1,0,6,480,1,3,22.0,0,1448.0,0.0,0.0,1823,1634,0.0,1.0
2362_01,1,0,5,140,1,3,22.0,0,-1.0,170.0,0.0,521,130,0.0,1.0
2370_01,1,1,7,382,1,3,36.0,0,0.0,0.0,0.0,943,2066,0.0,0.0
2370_02,1,1,7,382,1,3,4.0,0,0.0,0.0,0.0,914,2066,0.0,0.0
2370_03,1,-1,7,382,1,3,61.0,0,17.0,21.0,-1.0,2495,2066,0.0,111.0
2370_04,1,0,7,382,1,3,0.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0
2371_01,1,0,6,485,1,3,15.0,0,1.0,0.0,859.0,2769,1973,0.0,0.0
2372_01,2,0,6,486,1,3,42.0,0,884.0,336.0,0.0,2024,1750,8.0,0.0
2378_01,2,0,5,167,2,3,27.0,0,343.0,0.0,706.0,798,2373,0.0,0.0
2378_02,2,1,6,460,2,3,5.0,0,0.0,0.0,0.0,970,2373,0.0,0.0
2380_01,3,0,1,31,2,3,32.0,0,0.0,3561.0,45.0,838,743,1552.0,7161.0
2380_02,3,1,1,31,2,1,38.0,0,0.0,0.0,0.0,12,743,-1.0,0.0
2381_01,1,1,7,381,2,2,21.0,0,0.0,0.0,0.0,2767,1238,0.0,0.0
2383_01,1,0,7,382,2,2,23.0,0,169.0,5.0,0.0,2408,2009,371.0,1235.0
2383_02,1,0,7,382,2,3,34.0,0,874.0,0.0,0.0,2263,2009,30.0,4.0
2386_01,2,1,6,489,1,3,28.0,0,0.0,0.0,-1.0,202,2073,0.0,0.0
2388_01,1,0,7,384,1,3,23.0,0,101.0,0.0,770.0,49,2171,917.0,0.0
2388_02,1,1,7,384,1,0,14.0,0,0.0,0.0,0.0,2122,2171,0.0,0.0
2393_01,1,0,6,462,2,3,60.0,0,858.0,0.0,4.0,464,1143,2.0,0.0
2394_01,1,1,7,385,2,2,78.0,0,0.0,0.0,0.0,434,136,0.0,0.0
2394_02,1,1,7,385,2,1,6.0,0,0.0,0.0,0.0,1783,136,0.0,0.0
2394_03,1,0,6,463,2,1,17.0,0,0.0,13.0,395.0,2633,136,161.0,307.0
2400_01,1,0,6,491,1,1,41.0,0,574.0,173.0,0.0,679,258,2.0,0.0
2405_01,1,0,6,464,2,2,40.0,0,2.0,10.0,0.0,197,636,14.0,657.0
2407_01,3,-1,3,87,2,1,47.0,0,0.0,0.0,0.0,119,25,0.0,0.0
2408_01,1,0,7,389,2,3,23.0,0,62.0,0.0,0.0,475,1749,0.0,643.0
2415_01,1,0,6,494,1,3,41.0,0,98.0,2634.0,0.0,2001,308,3.0,0.0
2418_01,1,0,5,144,1,3,60.0,0,0.0,0.0,2.0,2605,2229,24.0,1593.0
2420_01,1,0,7,392,2,3,46.0,0,611.0,0.0,296.0,1182,1636,0.0,0.0
2422_01,3,0,2,93,2,1,19.0,0,0.0,799.0,0.0,348,2300,38.0,15125.0
2422_02,3,1,2,93,2,1,18.0,0,0.0,0.0,0.0,2464,2300,0.0,0.0
2425_01,1,1,7,396,1,3,0.0,0,0.0,0.0,-1.0,2048,1095,0.0,0.0
2425_02,1,0,7,396,1,2,28.0,0,0.0,-1.0,1059.0,2785,1095,8.0,83.0
2425_03,1,0,6,495,1,3,30.0,0,0.0,1307.0,848.0,711,1095,246.0,0.0
2425_04,1,0,7,396,1,1,9.0,0,0.0,0.0,0.0,888,1095,0.0,0.0
2425_05,1,1,0,0,0,3,0.0,0,0.0,0.0,0.0,2170,1095,0.0,0.0
2425_06,1,1,7,396,1,3,4.0,0,0.0,0.0,0.0,1225,1095,0.0,0.0
2428_01,1,0,6,496,1,2,22.0,0,470.0,-1.0,67.0,504,405,16.0,0.0
2430_01,1,1,7,394,2,3,32.0,0,0.0,0.0,0.0,338,1252,0.0,0.0
2430_02,1,-1,7,394,2,3,7.0,0,0.0,0.0,0.0,1282,1252,0.0,0.0
2430_03,0,0,7,394,2,0,19.0,0,785.0,0.0,0.0,2191,1252,0.0,0.0
2434_01,1,1,7,397,1,3,34.0,0,0.0,0.0,0.0,1570,168,0.0,0.0
2434_02,1,0,6,500,1,3,24.0,0,17.0,458.0,0.0,2431,168,0.0,227.0
2437_01,1,0,6,502,1,3,17.0,0,12.0,0.0,0.0,482,517,260.0,2358.0
2440_01,1,0,7,398,1,3,31.0,0,25.0,1.0,740.0,1140,1223,0.0,0.0
2447_01,1,0,6,469,2,3,42.0,0,549.0,-1.0,2.0,562,2286,252.0,0.0
2448_01,3,1,2,71,1,1,14.0,0,0.0,0.0,0.0,470,1718,0.0,0.0
2448_02,3,1,2,71,1,1,27.0,0,0.0,0.0,0.0,2290,1718,0.0,0.0
2450_01,1,0,6,509,1,3,21.0,0,0.0,0.0,19.0,2428,1874,52.0,2006.0
2459_01,1,1,7,401,1,1,24.0,0,0.0,0.0,0.0,199,818,0.0,0.0
2464_01,2,0,5,148,1,3,34.0,0,2138.0,138.0,31.0,436,1338,-1.0,40.0
